Composite.Element.REF	TCGA-OR-A5J2-01	TCGA-PA-A5YG-01	TCGA-OR-A5JV-01	TCGA-OR-A5JT-01	TCGA-OR-A5JR-01	TCGA-OR-A5JP-01	TCGA-OR-A5J6-01	TCGA-OR-A5J8-01	TCGA-OR-A5J3-01	TCGA-OR-A5J9-01	TCGA-OR-A5J7-01	TCGA-OR-A5K1-01	TCGA-OR-A5JY-01	TCGA-OR-A5JS-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K3-01	TCGA-OR-A5JA-01	TCGA-OR-A5K0-01	TCGA-OR-A5K5-01	TCGA-OR-A5K4-01	TCGA-OR-A5JW-01	TCGA-OR-A5KU-01	TCGA-OR-A5KO-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OR-A5LG-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LK-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LD-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5KZ-01	TCGA-OR-A5KY-01	TCGA-OR-A5KX-01	TCGA-OR-A5KW-01	TCGA-OR-A5LH-01	TCGA-PK-A5H8-01	TCGA-PK-A5HA-01	TCGA-OU-A5PI-01	TCGA-OR-A5JZ-01	TCGA-PK-A5H9-01
PRKAA1|AMPK_alpha	0.738092632	0.456703875	0.948135984	0.843508701	1.042460326	1.155671874	0.49726079	0.878613847	1.118421726	1.42009198	0.779432596	1.194852401	1.317801023	0.910317351	1.091436606	1.061911257	1.182650476	0.975854764	0.987465205	1.00394525	1.342323552	1.394164863	0.713247467	0.909507666	0.813078558	1.261319213	1.10345357	1.047219045	0.965335705	1.023079236	0.783785161	1.135635209	1.168417434	0.807069396	1.230989631	0.895232337	0.987417303	0.676806815	1.20976987	1.025162472	1.057266015	0.943454602	0.797051415	1.183608781	1.51957854
PRKAA1|AMPK_pT172	2.693265584	2.068037224	2.903165879	2.507566322	2.396888925	3.258785649	2.221830656	2.068952888	2.069709538	3.622946997	2.541935953	2.949753665	2.402326301	0.323408763	3.291459003	2.737736318	2.749346411	2.6010247	3.181907201	2.839214609	-0.042789717	3.534845244	2.37486847	3.110942024	2.628536033	3.042846815	2.460652135	2.841669616	2.246754645	2.985626145	2.504690003	3.364023157	0.726090089	3.315261192	3.264546511	2.1717906	2.588521294	2.722726305	3.33158269	3.421438076	2.473881542	2.934380176	2.908291969	2.508000526	3.14800955
AR|AR	-0.162463479	-0.261011414	-0.399255831	0.274519442	0.567816814	-0.545331391	-0.705933398	0.061499562	0.50880747	-0.148622444	-0.525207189	-0.190728126	-0.582805998	-0.09976831	-0.357591833	0.098730407	-0.361172853	-0.447762363	-0.415239432	-0.39890097	0.406121577	-0.21937388	-0.199633857	0.686758433	-0.288823239	1.204683335	-0.550975905	-0.329147499	-0.440348924	-0.062456195	0.441715849	-0.145203488	0.03542478	-0.975631769	-0.473069597	-0.055159271	-0.283814988	-0.434530788	-0.465050656	-0.274248962	-0.175368741	-0.357339159	0.040230907	0.120271459	-0.662714385
ASNS|ASNS	0.108263799	-0.51306955	-0.828030646	-0.786570001	-0.930905209	-0.486899987	-0.381360757	0.083305533	-0.677499775	-1.21990456	-0.508969325	-0.633356636	-0.371005693	-1.128523719	-0.769585001	-0.829106107	-0.653976136	-0.645788716	-1.325780186	-1.021326282	-1.171646044	-1.208779858	-0.803410092	-0.816158798	-0.756927874	-1.0944461	-0.868493224	-0.972599327	-0.636139704	-0.486863711	-0.692969485	-0.352662683	-1.077011195	-1.062236397	-0.317086718	-0.687849145	-0.806431362	-0.946750483	-0.697487603	-0.278394188	-1.055418166	-0.955991897	-0.873820276	-0.829789605	-1.073347778
ATM|ATM	2.040085659	1.04323462	2.402172755	1.730627949	1.835860595	1.792885426	2.112537213	2.01810554	2.44850466	2.066917799	1.954211087	2.632570752	1.939665031	1.792813513	2.517212844	2.784406179	2.005652175	1.48795086	2.467276276	3.378176244	-0.497230546	2.030616315	1.424575561	2.520172671	1.621966923	-0.330885173	2.9590146	2.393893751	2.109701506	1.187716982	2.236551231	1.891784208	3.578987493	2.890196837	1.375603565	4.141461698	2.636183793	2.079998727	2.621291403	1.698680162	1.858148125	1.820053675	2.535572091	1.976023387	3.478557937
BAK1|Bak	1.814608165	1.777794528	1.699956106	1.841973083	1.634122626	1.495358057	1.97291466	1.054360937	1.233612774	1.57533212	1.864084655	1.555240253	1.707264606	1.771105039	1.505344568	1.643702968	1.871463561	1.494877789	1.408855443	1.233380392	2.22102274	1.328385239	1.769405128	1.269115465	1.741635779	1.377007986	1.715123553	1.87570222	1.486804089	1.936770619	1.778082595	1.778613297	1.772930567	1.151791118	1.635322475	2.365031178	1.426679458	1.637993938	1.403977778	1.668179783	1.755938325	1.944542185	1.604698328	1.992078736	1.312518449
BAX|Bax	1.056160408	1.124700962	1.499858834	1.073021991	1.35220683	1.220990359	1.047701744	0.725119429	1.592106056	1.154936732	0.867332419	1.262518813	1.254193962	1.822822165	1.313569269	1.366247426	1.611497886	1.163252029	1.328183438	1.449869177	1.201968661	0.749369803	1.206017239	1.131321663	1.121536249	1.515861786	1.239400749	1.162621923	1.314102562	1.237613007	0.98929836	1.029023022	2.137846565	0.180114501	1.281353583	1.501294251	1.048478012	1.614896221	1.914370449	1.016377743	2.281931682	1.936130472	1.303439918	1.639591006	1.466925049
BCL2|Bcl-2	-0.928966803	-0.520411272	-0.658803854	-0.808505851	-0.909826345	-1.166315986	-0.519206999	-0.926468182	-1.23668934	-0.954640374	-1.117465097	-1.064003851	-1.058202821	-1.302698836	-0.945329104	-1.082134674	-0.812079477	-1.168473848	-1.214414246	-1.501136494	-1.090395927	-1.224486848	-1.287261692	-1.564928126	-0.803414166	-1.267482223	-0.945838578	-0.865129246	-1.044793134	-0.618134856	-0.826848291	-1.256775693	-0.944913773	-1.328582709	-1.071973086	-1.056274631	-1.233207315	-1.044592783	-1.297696374	-0.770658799	-1.101889579	-0.953886652	-0.856883215	-0.942405401	-0.345612197
BCL2L1|Bcl-xL	-0.138661776	-0.639563519	-0.634276923	-0.657353603	-0.562806768	-0.676232605	-0.946017006	-0.687440517	-0.849332404	-0.440697106	-0.732916724	-0.540520328	-0.617675881	-0.63020717	-0.59821756	-0.45062786	-0.556094841	-0.579461639	-0.550165603	-0.44855127	-0.433656446	-0.361095725	-0.462452234	-0.554341419	-0.750472765	-0.591619816	-0.561508539	-0.571782436	-0.54189503	-0.506366226	-0.478165251	-0.323954396	-0.616807813	-0.745439964	-0.59385522	-0.638030066	-0.585759118	-0.630824246	-0.626507698	-0.709458678	-0.453911752	-0.737465875	-0.324852646	-0.532814552	-0.554619189
BECN1|Beclin	-0.120794696	-0.061562711	-0.12070397	-0.344170097	-0.21027892	-0.321168929	-0.131050399	-0.55136658	-0.319163731	-0.073252951	-0.28567883	-0.300237064	-0.434396814	-0.420472932	-0.363135484	-0.274835794	-0.211129174	-0.36446603	-0.422235719	-0.390344161	-0.257878515	-0.374522749	-0.412145038	-0.377240144	-0.092236717	-0.254296838	-0.195121725	-0.263778037	-0.231876261	-0.080942622	-0.26151628	-0.277305864	-0.008993928	-0.488058345	-0.185866936	-0.450513751	-0.390618038	-0.110444975	-0.416042329	0.152392514	-0.307373578	-0.315017875	-0.286255146	-0.285613701	-0.342522893
CTNNB1|beta-Catenin	1.083047331	0.531890917	0.401899458	0.125456743	0.430770564	1.568140772	0.752969035	0.886408027	1.979894593	2.131163278	1.147822273	1.377452632	2.329299179	0.628793493	0.855322092	1.976300237	0.944066587	1.577765326	2.857264161	2.068651639	0.784007538	2.068577638	1.601039566	2.37285469	1.540373514	1.508762951	2.10808377	1.165041148	1.484006951	0.94673907	1.016847571	2.264545175	1.674641573	2.095444953	1.396159603	1.126405246	1.711042434	1.503224208	1.846821892	0.299408493	0.755789106	0.195167019	1.865909446	0.674808862	1.550400895
BID|Bid	0.525196698	0.210329532	0.334303883	0.575318061	0.311474217	0.460754019	0.250087633	0.477833487	0.324816699	0.506043467	0.32890298	0.347255275	0.4662437	0.373491923	0.519576851	0.33426905	0.312685091	0.352069221	0.394804966	0.534368705	0.44699326	0.331346256	0.658534175	0.370758783	0.458996639	0.387904121	0.305372916	0.412224351	0.479205028	0.292370358	0.4628655	0.515520586	0.639691633	0.400290062	0.414286911	0.662069284	0.321753465	0.608311319	0.353804554	0.423842564	0.355592075	0.548642785	0.451747303	0.443446963	0.378987341
BCL2L11|Bim	0.751508069	-0.114262728	0.981601566	-0.411530212	-0.127083221	-0.535653387	0.1621809	-0.133371371	-0.398124408	0.002692295	-0.152152139	-0.562635125	-0.477705244	0.023821876	0.096287749	-0.235655133	0.258150934	0.052439008	-0.54773746	-0.392950129	-0.516104918	-0.151728967	0.422474944	-0.475989565	-0.300046421	-0.050040326	0.059537986	-0.084007287	-0.156356213	-0.029118012	0.374887129	0.413967791	-0.233089083	0.419379487	-0.235285639	-0.553763372	-0.37461347	0.023791964	0.110116213	-0.02768364	-0.395600567	-0.042016642	-0.189092147	-0.534353979	-0.494841809
JUN|c-Jun_pS73	-0.581221268	-0.37230329	-0.495311481	-0.486386799	-0.557046644	-0.434707714	-0.244836848	0.147631864	-0.364723157	-0.42103204	-0.412096813	-0.39024578	-0.659183198	-1.019279631	-0.543712805	-0.238548362	-0.509000943	-0.087082602	-0.53616702	-0.527411258	-0.848276011	-0.470546674	-0.295086003	0.167181305	-0.710105194	-0.328951736	-0.560981842	-0.677056437	-0.734940596	-0.333097427	-0.519292482	-0.62703494	-0.529732881	-0.957839956	-0.673365431	-0.682194128	-0.61328251	-0.734979202	-0.367150728	-0.559397716	-0.565638051	-0.069196498	-0.639385529	0.07423947	-0.613020321
KIT|c-Kit	-0.052099304	0.066677596	0.319887668	-0.211733283	-0.326346393	-0.311874937	-0.0231829	-0.425423559	0.694814323	-0.021054991	0.27279296	-0.380288559	0.126874924	-0.309793098	-0.221444596	-0.219456211	0.273779197	-0.092721693	0.949068119	-0.043928622	-0.185215524	-0.133622687	0.013440646	0.278129818	0.798168089	-0.320945794	0.285398376	-0.284415854	-0.15872314	-0.210480603	0.009601219	-0.288726403	-0.264078815	-0.084223403	0.93619373	1.919465007	-0.1549909	0.097541232	0.58262541	-0.058661131	-0.321296123	-0.177172332	0.107559941	-0.117822529	-0.166848629
MET|c-Met_pY1235	0.595727766	0.497842007	0.520965712	0.621370462	0.524006566	0.458411838	0.383626075	0.383368546	0.442502151	0.584200571	0.451627105	0.480883368	0.492680965	0.619004499	0.597139339	0.537184784	0.530404132	0.425381782	0.534501109	0.517635428	0.72928406	0.506988904	0.529802051	0.492685343	0.562256222	0.510111571	0.464713864	0.541923918	0.579394858	0.618447014	0.540520728	0.586276041	0.607535396	0.40636857	0.505968321	0.702191669	0.503518924	0.573454895	0.525008061	0.589605318	0.522177918	0.556834172	0.494682297	0.528127811	0.377124412
MYC|c-Myc	1.275196865	1.611716017	1.596477348	1.418316633	1.021111119	1.0289369	1.497463344	1.053472983	0.680925253	1.291852358	1.195396856	1.243205854	1.035872487	0.905227044	0.994106824	0.960290998	1.574653025	0.471214402	1.142570335	0.574836756	1.31335991	0.613815167	0.935933484	0.426729255	1.008977725	0.735332806	1.10044478	0.962304886	0.995702876	1.838149898	1.039825478	1.12053791	1.771260436	0.450145067	0.772105104	0.932677175	0.716167884	0.756559356	0.850440023	0.96923506	1.009504666	1.105600382	0.577682185	1.070818971	1.232693239
RAF1|C-Raf	1.251728342	0.475221346	0.842979283	1.002785716	0.782779831	0.787743549	0.421196237	1.048798702	0.964061631	0.97825866	0.815402852	0.464036538	0.896215261	1.078173516	1.219127812	0.536492929	0.7362868	0.838011479	1.407743685	1.210823843	1.09792843	0.88097718	0.931069198	1.242585341	1.082340265	0.992010661	0.727460263	0.788399748	1.256460487	0.796163791	1.111807687	0.966568764	0.535332697	0.791557792	1.182598329	1.653241083	1.024218176	0.92895434	0.964614666	0.729908508	0.797643144	1.156155935	0.903963764	0.878232434	0.87843711
RAF1|C-Raf_pS338	0.24068143	0.093665318	0.152322176	0.36761347	0.077499158	0.054841567	0.081085294	0.405686435	0.018229438	0.209403073	0.030427833	0.056703155	0.183242442	0.109248095	0.161065029	0.083288225	0.086543528	0.079192533	0.084047685	0.157926322	0.144279527	0.042117934	0.321584193	0.040520541	0.121645182	-0.019650653	0.107572096	0.177121952	0.178990022	0.177841012	0.134351419	0.081509273	0.150490275	-0.111181257	0.100247493	0.121022967	-0.049855231	0.096140096	0.09426198	0.19414913	0.030714133	0.184168058	0.064045148	0.095890512	-0.002932371
CASP7|Caspase-7_cleavedD198	-0.610074029	-0.766018472	-0.870607991	-0.445541117	-0.973634974	-0.972174623	-0.566921181	-0.523507772	-1.136431274	-0.733762824	-0.942363558	-1.083691956	-0.338323537	-1.036241745	-0.992900249	-0.978046669	-1.037203545	-1.176133709	-1.187267971	-0.858096391	-1.110090659	-1.307354025	-0.379897758	-1.366956918	-0.845033573	-1.105523817	-0.960619132	-0.670011164	-0.867086117	-0.752567085	-0.712744044	-0.239833187	-0.313298005	-1.385079579	-0.88825307	-0.25346515	-1.265416854	-0.4973364	-1.100089446	-0.748806597	-1.01344835	-0.785015107	-0.876755447	-0.677028768	-0.866656477
CAV1|Caveolin-1	2.16214487	0.761802205	0.500646932	1.445930518	0.708017299	1.12422449	1.391330567	1.446797502	0.535042615	2.026734486	1.749096396	0.414199145	1.136346472	0.594390634	1.828965062	0.876805687	0.763684046	1.246609008	-0.158325516	1.154839902	1.753966013	1.987834096	1.151707235	1.08329098	1.844592888	-0.180372468	1.275218409	1.615799488	1.320130729	1.073633473	1.563404112	1.876572411	1.094283174	0.900071788	0.172406654	0.51135032	1.008880387	1.958075398	1.285295732	0.251618366	1.449953028	1.932598071	2.752433583	0.585460409	1.818560428
PECAM1|CD31	-0.657781213	-0.388019751	-0.579062321	-0.813182655	-0.728507677	-0.852396591	-0.365442148	-1.295192762	-1.001937183	-0.77125881	-0.90551806	-0.744917669	-0.814064341	-0.998223194	-0.901169133	-0.81368597	-0.6479474	-0.968488658	-1.105550821	-1.06608642	-0.866957088	-0.984252867	-1.061844288	-1.157609033	-0.711109438	-1.043855982	-0.71006473	-0.763738946	-0.796717025	-0.49740021	-0.788054734	-1.047777017	-0.901507346	-1.157332839	-0.899690144	-1.159375518	-1.020426719	-0.886855964	-0.985315827	-0.63421738	-0.807117009	-0.707218352	-0.808374975	-0.746274257	-0.74050532
ITGA2|CD49b	-0.024971122	0.104649276	-0.080969171	-0.084807315	-0.227275659	-0.562872408	-0.15050991	-1.207962302	-0.165506116	-0.471316961	-0.176513435	-0.419148274	0.763723636	0.370938704	0.444617882	-0.442301847	-0.431125259	-0.389415117	-0.383361324	-0.348424447	-0.342688764	0.273464041	-0.100263959	-0.685805622	0.104482125	-0.433022264	-0.035509635	-0.298275773	-0.250280986	-0.122304723	-0.297060939	0.881489079	-0.41292971	0.828963252	-0.242389689	-0.288987741	-0.281007704	-0.756091407	-0.744080904	-0.086529903	-0.249117504	-0.508724194	0.320628042	0.064252517	-0.628815774
CDK1|CDK1	0.573399925	0.795472067	0.756634021	0.54135119	0.453104914	0.508968704	0.95953062	0.298180132	0.313386448	0.420354265	0.535988343	0.439152073	0.465003429	0.217327092	0.355752126	0.475032795	0.539860351	0.396051109	0.330825651	0.204222588	0.393358877	0.241154971	0.327980776	0.545599054	0.524843438	0.24790719	0.581910563	0.393140117	0.436983632	0.768592236	0.40118285	0.509565004	0.727313804	0.170604267	0.348802428	0.453525554	0.40409043	0.398599622	0.334446208	0.574431407	0.436415306	0.46875708	0.295445835	0.494137674	0.541822303
CHEK1|Chk1	-0.297706896	-0.10043517	-0.215028584	-0.320898672	-0.276680586	-0.272197799	-0.057352555	-0.273586104	-0.465151505	-0.335041107	-0.291471197	-0.285420224	-0.276170392	-0.378931829	-0.467607477	-0.309838297	-0.24169358	-0.32838709	-0.482173436	-0.304191381	-0.252989147	-0.414879425	-0.521512312	-0.262573786	-0.297016419	-0.361152287	-0.234712506	-0.363860278	-0.319077895	-0.119128285	-0.335391147	-0.295063327	-0.083099901	-0.521975884	-0.32142595	0.060154295	-0.337979026	-0.271482001	-0.391440473	-0.239207232	-0.291503093	-0.290513502	-0.423285862	-0.285104309	-0.364785249
CHEK1|Chk1_pS345	-0.423982047	-0.132484694	-0.045713019	0.051274442	-0.055483593	-0.207823531	-0.055554993	-0.547493393	-0.282486231	-0.240355857	-0.246780405	0.00123313	-0.336052291	-0.465541303	-0.288430139	-0.013308957	-0.013450216	-0.101595103	-0.371885433	-0.277839283	-0.252991947	-0.012937286	-0.267364497	-0.162668603	-0.352727659	-0.06436884	-0.100873055	-0.204340402	-0.402126634	-0.11365363	-0.152710333	-0.042405224	-0.343431841	-0.40303463	-0.040984658	-0.118274189	-0.175655539	-0.297509736	-0.221734993	-0.109256908	-0.083891234	-0.013726084	-0.327712943	-0.246726078	-0.296772819
CHEK2|Chk2	-0.568415985	-0.303454236	-0.352303392	-0.239043574	-0.471518246	-0.438821109	-0.50034528	-0.567578705	-0.446065628	-0.628333156	-0.561282431	-0.311626323	-0.612754269	-0.495299059	-0.444415413	-0.480865852	-0.442543829	-0.348511049	-0.515918811	-0.434751832	-0.49817414	-0.633271534	-0.664436899	-0.411035245	-0.57287315	-0.538504383	-0.461656206	-0.586302756	-0.454401606	-0.457859315	-0.49316748	-0.310701481	-0.409373344	-0.761285037	-0.571741602	-0.071206418	-0.293639802	-0.358945258	-0.461876623	-0.330377768	-0.48252767	-0.502595964	-0.593803487	-0.333286556	-0.601018055
CHEK2|Chk2_pT68	-0.437674023	-0.34146161	-0.444179433	-0.410510654	-0.52684915	-0.572990187	-0.251254947	-0.411071665	-0.559094313	-0.504956633	-0.59131227	-0.542288836	-0.531583971	-0.629752817	-0.646590404	-0.578200571	-0.492815812	-0.55202248	-0.624139053	-0.669227844	-0.569713968	-0.648627492	-0.473615276	-0.647708199	-0.42950625	-0.57825297	-0.540758809	-0.528042557	-0.488153172	-0.376681352	-0.470193601	-0.271176666	-0.487597523	-0.931708948	-0.509541209	-0.240101935	-0.602414741	-0.439215341	-0.668131337	-0.378855234	-0.561711986	-0.409861372	-0.540760742	-0.501475513	-0.554592635
BIRC2 |cIAP	0.821088814	0.737866126	1.175591614	1.19146054	1.310015314	0.730212949	0.538032896	0.261041602	0.484477502	0.697898761	0.672321778	1.045610815	0.29939954	0.29615055	0.512225336	0.944819013	1.225232131	0.728977547	0.757275299	0.54301471	1.341779555	0.619673562	0.402465038	0.695274898	1.018709281	0.832644924	0.620636627	0.879640897	0.77523998	1.561618669	1.066781983	0.765856264	0.841237918	0.471488232	0.94684268	0.619758166	0.771999811	0.450511289	0.580535031	0.934296993	1.101429721	1.210740874	0.835455965	1.107352319	0.798238112
CLDN7|Claudin-7	0.141067158	0.516691291	0.335641614	0.203806862	0.264611845	0.174182588	0.668023906	-0.504749456	-0.008862061	0.346613216	0.20414672	0.058046588	0.131098412	0.099509855	0.259765585	0.387215212	0.137518256	0.190914708	-0.200103893	0.312400346	0.484491759	0.101807632	-0.044576862	0.392650045	0.217710002	-0.042182357	0.221632267	0.106031281	0.048432778	0.567757556	0.207700824	0.135417949	0.347363153	-0.20283022	-0.088228471	-0.271134865	0.069095508	0.164211064	0.276605978	0.499965614	0.202238059	0.397780616	-0.209953051	0.027751833	0.072822527
COL6A1|Collagen_VI	0.740046415	0.006231217	1.022118789	1.668486997	0.593205672	0.072977688	0.262825717	0.935654097	0.67125747	0.471399257	0.613090522	0.143558231	1.085224378	0.869267801	0.691040119	0.404633113	0.800943772	0.477202768	0.23953123	0.702523907	0.746141027	0.205035914	0.846786602	0.645746825	0.795346164	0.177413271	0.582757579	0.320564126	0.491566352	0.224240876	0.644365827	0.489582716	0.74288716	0.72257896	0.868816251	0.50310049	0.514888033	0.529233916	0.651541194	0.644771843	0.569628516	0.513822093	0.955350245	0.834564093	0.213656246
